楼盘名称,项目别名,jd,wd
荔枝苑,荔枝苑,,
莲花池18号,莲花池,,
莲花国际公馆,易初莲花国际公馆,,
莲花街10号,玉豪龙庭,,
莲花街50号,莲花街小区,,
莲花街66号,昌福盛锦,,
莲花街社区,,,
联发南山墅,,,
联芳花园,联芳旭庆苑;联芳花园三期,,
联芳花园二期,联芳花园二期,,
联芳花园六期,联芳花园六期,,
联芳花园四期,联芳花园四期,,
联芳花园五期,联芳花园五期,,
联芳桥17号,利景花园,,
联合花园,联合花园,,
凉亭子2号,渝中凉亭子,,
凉亭子32号,浦江上海城,,
凉亭子44号,渝中凉亭子,,
凉亭子52号,渝中凉亭子,,
凉亭子7号,渝中凉亭子,,
两江春城,两江春城;两江春城春铭苑,,
两江嘉苑,两江嘉苑;两江嘉园,,
两江星界,,,
两路口新村,两路口新村,,
两路口新村6号,庆园大厦,,
廖家坪安置房,廖家坪安置房,,
林海南路18号,奇峰云邸;奇峰香山林海,,
林华环岛名都,林华环岛名都,,
林家湾小区,,,
林田花园,,,
林馨花园,,,
林荫村18号,都和广场；都和城市广场,,
林荫村32号,林荫村,,
林荫村33号,林荫村,,
林荫村66号,亲和佳苑,,
林正南洋城,,,
林庄锦园,,,
临港大道108号,晚晴园,,
临华路小区,临华路小区,,
临江花园,临江花园,,
临江路1号,临江路小区;临江路（渝中区）,,
临江路2号,临江路小区;临江路（渝中区）,,
临江路3号,临江路小区;临江路（渝中区）,,
临江路4号,临江路小区;临江路（渝中区）,,
临江路5号,临江路小区;临江路（渝中区）,,
临江路69号,邹容广场;邹容广场商住楼,,
临江路72号,兴地都市方舟,,
临江门11号,顺城楼,,
临江门13号,临江门13号,,
临江门15号,临江门15号,,
临江门16号,临江门16号,,
临江门18号,临江门18号；文华大厦,,
临江门1号,临江门1号,,
临江门20号,怡景大厦,,
临江门46号,都市丽景；鹏翔都市丽景,,
临江门8号,商检大厦,,
临江门9号楼,临江门9号楼,,
临江支路30号,渝中临江大厦；临江大厦,,
临江支路66号,泰安大厦,,
临南路4号,融创伊顿豪庭三期,,
凌江翠屏,,,
凌云香榭,凌云香榭;海宇凌云香榭,,
领事巷10号,领事巷,,
领事巷11号,领事巷,,
领事巷14号,领事巷,,
领事巷15号,领事巷,,
领事巷7号,领事巷,,
领事巷8号,领事巷,,
领事巷9号,领事巷,,
刘家岗,刘家岗,,
刘家花园,刘家花园,,
流金家园,流金家园,,
流金家园6号,流金花园,,
流行前线,,,
留学生创业园AB区,留学生创业园AB区,,
留云路1号,保利高尔夫公馆;保利国际高尔夫公馆,,
柳背桥路4号,枫丹树语城,,
柳荫街68号,,,
柳荫街70号,80岛,,
柳荫街老小区,,,
六店子1号,六店子,,
六店子3,六店子3,,
六店子4,六店子4,,
六店子新铺29号,帝豪·蓝钻;帝豪蓝钻,,
六院家属楼,,,
龙昌街1号,龙昌街小区,,
龙城大道699号,泽京普罗旺斯东岸,,
龙城锦都,龙城锦都,,
龙城壹号,龙城一号,,
龙城云洲,,,
龙达街21号,龙达街小区,,
龙德路58号,都灵·态度;都灵态度;重庆都灵态度,,
龙德路77号,凯川.紫依云;凯川紫依云;凯川.紫依云一期,,
龙都广场,龙都广场,,
龙发街20号,龙发街小区,,
龙飞路12号,森柯一馨园,,
龙凤二村53号,龙凤二村,,
龙凤二村54号,龙凤二村,,
龙凤二村55号,龙凤二村,,
龙凤二村56号,龙凤二村,,
龙凤二村57号,龙凤二村,,
龙凤二村58号,龙凤二村,,
龙凤二村60号,龙凤二村,,
龙凤二村61号,龙凤二村,,
龙凤二村62号,龙凤二村,,
龙凤二村63号,龙凤二村,,
龙凤二村83号,龙凤二村,,
龙凤二村84号,龙凤二村,,
龙凤二村88号,龙凤二村,,
龙凤二村89号,龙凤二村,,
龙凤二村96号,龙凤二村,,
龙凤二村97号,龙凤二村,,
龙凤二村98号,龙凤二村;煤安厂家属区,,
龙凤桥,,,
龙凤三村280号,龙凤三村,,
龙凤三村281号,龙凤三村,,
龙凤三村282号,龙凤三村,,
龙凤三村37号,龙凤三村,,
龙凤三村44号,北碚龙凤花园;龙凤花园小区,,
龙凤三村77号,生辉龙庭花园;生辉龙庭;龙庭花园,,
龙凤三村78号,龙岗花园,,
龙凤一村,,,
龙凤一村120号,香洲心城,,
龙凤一村218号,兴旺华都,,
龙海大道15号,新跨越I33,,
龙海大道3号,典雅龙领国际,,
龙海大道5号,典雅龙海港湾,,
龙海港湾一期,龙海港湾一期,,
龙海花园,,,
龙湖MOCO中心,龙湖MOCO中心,,
龙湖U城,龙湖u城二期;龙湖u城三期;龙湖u城一期;龙湖u城一期,,
龙湖春森彼岸,春森彼岸;龙湖春森彼岸一期,,
龙湖春森彼岸二期,龙湖春森彼岸二期,,
龙湖春森彼岸三期,龙湖春森彼岸三期,,
龙湖春森彼岸四期,龙湖春森彼岸四期,,
龙湖国际,,,
龙湖花千树,龙湖花千树二期;花千树二期;花千树(龙湖),,
龙湖江与城滨江组团,龙湖江与城滨江组团;江与城滨江组团,,
龙湖江与城纯小镇,龙湖江与城纯小镇;纯小镇,,
龙湖江与城翡翠岭,龙湖江与城翡翠岭;翡翠岭,,
龙湖江与城海茨堡,龙湖江与城海茨堡,,
龙湖江与城江城时光,龙湖江与城江城时光;江与城江城时光,,
龙湖拉特芳斯,龙湖·拉特芳斯,,
龙湖两江新宸,龙湖·两江新宸,,
龙湖时代天街,时代星河,,
龙湖西城天街,龙湖西城天街;西城天街,,
龙湖西苑,龙湖西苑,,
龙湖香樟林,龙湖香樟林,,
龙湖悠山时光,,,
龙湖悠山庭院,龙湖悠山庭院,,
龙湖悠山小筑,龙湖悠山小筑;悠山小筑,,
龙湖原山,,,
龙湖源著,龙湖·源著;龙湖源著,,
龙湖紫都城,龙湖紫都城,,
龙湖紫都星座,龙湖紫都星座A栋;龙湖紫都星座B栋,,
龙湖紫云台,龙湖·紫云台,,
龙华大道1760号,心悦雅居,,
龙华大道1775号,丹阳名居,,
龙华大道1809号,城市今典；富悦华康；加佳苑；锦园佳居;白鹤林商住楼,,
龙华大道1838号,红河苑,,
龙华大道1850号,龙华大道1850号,,
龙华大道1862号,福安大厦,,
龙华大道1873号,建典大厦,,
龙华大道1878号,龙华商厦；华龙商厦,,
龙华大道1885号,牵晴小居,,
龙华大道1888号,新天地小区,,
龙华大道1889号,百合园;加州百合园;加洲百合圆,,
龙华大道1896号,金城国际,,
龙华大道1938号,富悦阳光,,
龙华大道50号,北城国际中心；北城国际,,
龙华大道99号,长安锦绣城,,
龙华大道小区,,,
龙怀街1号,保利白云山庄,,
龙环世纪,龙环世纪;龙寰世纪;龙寰大厦,,
龙煌加州国际,,,
龙吉街小区,,,
龙脊路101号,新城緑苑;新城绿园,,
龙脊路150号,石油家益大厦,,
龙脊路151号,龙脊小区;石油龙脊小区;建安石油小区;龙脊石油小区,,
龙脊路159号,祥福小景,,
龙脊路82号,丽景雅苑;丽景雅园,,
龙脊商住楼,龙脊商住楼,,
龙家湾6号,,,
龙江花园,龙江花园,,
龙江锦苑,,,
龙江路8号,保利心语花园,,
龙江支路42号,庆翔.正雅阁,,
龙井湾,龙井湾;龙井湾小区;龙井湾住宅小区,,
龙康街115号,老干中心,,
龙康街161号,春城四季,,
龙康街小区,龙康街小区,,
龙宁路56号,龙湖弗莱明戈;弗莱明戈,,
龙宁支路3号,龙湖蓝湖时光;蓝湖时光,,
龙平街小区,龙平街小区,,
龙平街一巷4号,园丁新村；渝北园丁新村,,
龙庆街40号,龙庆小区,,
龙庆街63号,龙庆街63号,,
龙泉村,龙泉村,,
龙泉村119号,龙泉村119,,
龙泉村129号,福星颐美香庭,,
龙泉村35号,新港花园,,
龙泉景苑,,,
龙泉路18号,华宇阳光尚座,,
龙泉路19号,志龙大厦,,
龙泉路20号,中冶·幸福居;中冶幸福居,,
龙泉路68号,福星颐美名阁,,
龙泉路8号,倚林佳苑;志龙倚林佳苑;志龙倚林家园,,
龙泉巷14号,众科天一阁;天一阁,,
龙泉新苑,龙泉新园,,
龙泉怡苑,龙泉怡苑,,
龙山大道190号,龙德景苑,,
龙山大道300号,春风城市心筑,,
龙山大道401号,扬子江商务小区,,
龙山路129号,龙德商住楼,,
龙山路17号,碧盛苑,,
龙山路200号,南桥静月；华渝西苑,,
龙山路233号,逸静丰豪,,
龙山路303号,渝安龙都,,
龙山路536号,春城雅云轩,,
龙山路558号,升伟新意境,,
龙山路64号,龙景花园,,
龙山路72号,新城丽都;新城丽都二期,,
龙山雅苑,龙山雅苑,,
龙山支路51号,三小区,,
龙山中学,龙山中学,,
龙升街180号,益寿园,,
龙升街小区,,,
龙升支街1号,龙升小区,,
龙盛街101号,阳光水岸;丰德阳光水岸,,
龙盛街153号,名人山庄;龙盛街,,
龙石路22号,汀香树,,
龙石路25号,东衡尚城;东衡爱地社区,,
龙寿街小区,,,
龙寿路608号,富悦景园,,
龙寿路669号,富悦果岭,,
龙寿路960号,人和万寿山安置房,,
龙寿支路46号,供销社小区,,
龙寿支路56号,天禾花园,,
龙顺街小区,,,
龙腾大道201号,彩色奥邻,,
龙腾大道73号,盾安文化苑,,
龙腾大道79号,首创iHOME;首创I HOME;首创立方,,
龙腾大道81号,华奥大厦;中康大厦,,
龙腾盛世,,,
龙腾新苑,龙腾新苑,,
龙庭路6号,巴国龙庭,,
龙头寺路50号,森岭居,,
龙湾花园,,,
龙旺街23号,渝北检察院家属院,,
龙旺街小区,,,
龙溪路27号,山水嘉年华,,
龙溪路32号,天奇花园,,
龙溪路小区,北碚龙溪路;龙溪路,,
龙溪镇武陵路,,,
龙溪支路127号,龙溪支路127号,,
龙溪支路7号,鑫银大厦,,
龙祥街,,,
龙祥街127号,,,
龙兴街1号,湖滨苑,,
龙兴街81号,五星小区,,
龙兴街小区,龙兴街小区,,
龙轩大地,,,
龙永街80号,龙永街80号,,
龙裕街小区,龙裕街小区;双龙大道龙裕街,,
龙渊街1号,康翔尚岭花园;大众尚岭花园;尚岭花园,,
龙越路11号,维丰星寓,,
龙越路19号,奔力绿色空间,,
龙州大道16号,南城未来南苑,,
龙舟路66号,龙舟花园,,
龙洲半岛（鱼胡路）,龙洲半岛（鱼胡路）,,
龙洲大道100号,世纪金源御府；御府观澜阁；御府揽岳阁,,
龙洲大道103号,龙洲湾还建房,,
龙洲大道106号,江尚怡景;银茂江尚怡景,,
龙洲大道10号,康利尔风花树;丽景龙湾项目,,
龙洲大道110号,典雅中央广场;典雅中央广场A区;典雅中央广场B区,,
龙洲大道1801号,兆能香颂紫寓,,
龙洲大道1号,明华龙洲半岛;巴南府邸一期;源聚老街古镇(龙洲半岛四期),,
龙洲大道2号,曦园江南华都;江南华都,,
龙洲大道5号,重庆巴南万达广场A区住宅,,
龙洲大道6号,颜龙山水城;颜龙.山水城二期,,
龙洲大道97号,帝豪水岸;帝豪水岸印象,,
龙洲大道99号,龙洲花园;明华龙洲花园,,
龙洲港湾,,,
龙洲新城1号,龙洲湾公务员小区;龙洲湾机关单位小区,,
龙竹路99号,龙湖江与城薇澜岸,,
隆庆楼,隆庆楼;龙庆楼,,
隆盛大厦,隆盛大厦,,
隆鑫72府,隆鑫72府,,
隆鑫西城汇,隆鑫西城汇,,
隆兴国际,隆兴国际,,
隆兴花院,,,
卢作孚305号,交警集资房；城南交警七支队集资房,,
卢作孚路168号,海宇嘉茵苑,,
卢作孚路222号,逸景苑;海宇逸景苑,,
卢作孚路368号,海宇香山翠谷;香山翠谷;香山翠谷一期,,
卢作孚路503号,七支队小区,,
卢作浮路196号,桂竹苑,,
芦沟桥村19号,芦沟桥村19号；芦沟桥,,
泸州街小区,,,
鲁能巴蜀教师楼,,,
鲁能领秀城,鲁能领秀城别墅,,
鲁祖庙31号,,,
鲁祖庙33号,,,
鲁祖庙35号,,,
鲁祖庙37号,,,
鲁祖庙47号,,,
鹿角湾10号,鹿角湾,,
鹿角湾11号,鹿角湾,,
鹿角湾12号,鹿角湾,,
鹿角湾13号,鹿角湾,,
鹿角湾14号,鹿角湾,,
鹿角湾15号,鹿角湾,,
鹿角湾16号,鹿角湾,,
鹿角湾17号,鹿角湾,,
鹿角湾18号,鹿角湾,,
鹿角湾19号,鹿角湾,,
鹿角湾20号,鹿角湾,,
鹿角湾21号,鹿角湾,,
鹿角湾22号,鹿角湾,,
鹿角湾23号,鹿角湾,,
鹿角湾24号,鹿角湾,,
鹿角湾25号,鹿角湾,,
鹿角湾26号,鹿角湾,,
鹿角湾27号,鹿角湾,,
鹿角湾28号,鹿角湾,,
鹿角湾29号,鹿角湾,,
鹿山锦绣,鹿山锦绣,,
铝城北路8号,帝景豪苑,,
铝城东路1号,才宇西城美地,,
铝城南路3号,七星恋城;七星城上城,,
铝城南路9号,金鹏西城华府,,
铝城正街110号,民生广场,,
绿岸阳光,,,
绿岛映像一期,绿岛映像一期,,
绿地城,绿地城,,
绿地翠谷,绿地翠谷勃朗廷；绿地翠谷香堡；绿地翠谷三期;绿地翠谷绿地,,
绿地海外滩,绿地海外滩,,
绿梦广场,,,
绿色广场,,,
绿湾嘉景苑,绿湾嘉景苑,,
绿野香洲,,,
绿韵堡,,,
轮胎厂家属区,,,
罗汉沟26号,万科锦尚,,
罗汉沟2号,蜜城,,
罗马大厦,,,
洛卡庄园,洛卡庄园,,
洛维四面山水,,,
珞璜电厂单位集资房,,,
麻纱市电梯楼,,,
马道子59号,马道子,,
马道子60号,马道子,,
马道子61号,马道子,,
马道子62号,马道子,,
马道子63号,马道子,,
马道子64号,马道子,,
马道子65号,马道子,,
马道子66号,马道子,,
马道子67号,马道子,,
马道子70号,盛世年华,,
马家岩临江大厦,马家岩临江大厦,,
马桑岚垭,马桑岚亚;马桑岚亚小区,,
马王二村,马王二村,,
马王街,,,
马王旧四村,马王旧四村,,
马王六村,马王六村,,
马王坪10号,新东南亚,,
马王坪20号,西图大厦,,
马王坪后街,马王坪后街;马王坪后街小区,,
马王坪新村,马王坪新村,,
马王坪新村9号,映江花园,,
马王坪正街18号,庆丰花园；庆丰高楼,,
马王坪正街209号,典雅苑,,
马王坪正街20号,马王坪正街20号；烟草大厦巴南,,
马王坪正街22号,庆丰大厦,,
马王坪正街29号,茂苑小区；茂苑A区;茂苑B区,,
马王坪正街2号,明鑫苑,,
马王坪正街30号,典雅酒店大楼；典雅商务大厦；典雅大厦；典雅酒楼,,
马王坪正街3号,明鑫苑B,,
马王坪正街5号,明鑫苑A,,
马王坪正街小区,马王坪正街小区,,
马王三村,马王三村,,
马王四村11号,马王四村,,
马王四村12号,马王四村,,
马王四村13号,马王四村,,
马王四村14号,马王四村,,
马王四村15号,马王四村,,
马王五村,马王五村,,
马王乡1路,宝辉怡康苑;宝辉怡康;怡康苑,,
马王新四村,马王新四村一期;马王新四村二期,,
马王一村,马王一村,,
玛瑙花园,玛瑙花园;玛瑙苑,,
玛瑙溪176号,玛瑙溪,,
蚂蝗梁18号,元合优co;元合·优CO,,
蚂蝗桥,,,
麦格蓝山郡,,,
满庭芳,,,
满园春,满园春,,
毛背沱100-300号,毛背沱小区,,
毛纺新村11号,毛纺新村,,
毛纺新村13号,毛纺新村,,
毛纺新村18号,毛纺新村,,
毛纺新村19号,毛纺新村,,
毛纺新村20号,毛纺新村,,
茂田大足印象,,,
茂苑,茂苑,,
玫瑰山庄,,,
煤建新村1号,华普鼎秀;华普鼎秀大厦;华普大厦,,
煤建新村37号,煤建新村,,
煤建新村65号,金阁大厦,,
煤建新村75号,普天大厦,,
煤建新村91号,煤建大厦,,
美翠佳园,美翠佳园,,
美视大厦,,,
美心集资楼,,,
美专校街11号,美专校街小区,,
美专校街12号,美专校街小区,,
美专校街52号,美专校街52号,,
美专校街53号,汇美大厦;米罗花园;市总工会干部小区,,
美专校街66号,鑫隆达大厦,,
美专校街9号,美专校街小区,,
魅力晶城,,,
迷你星座,,,
米兰路18号,茶花小镇;长青湖茶花小镇,,
米兰路38号,融创伊顿豪庭二期;伊顿濠庭;融创伊顿濠庭,,
棉花地小区,,,
棉花街19号,御景江山,,
民安大道1000号,巴蜀丽景;鑫信巴蜀丽景,,
民安大道111号,睿尚MOHO,,
民安大道130号,北回归线,,
民安大道447号,金地豪苑,,
民安大道465号,茂源雅居,,
民安大道467号,加新锋尚星空;锋尚星空;峰尚星空;加新锋尚,,
民安大道489号,渝州民苑,,
民安大道491附12号,渝洲民苑,,
民安大道491号,天工太阳岛;太阳岛;天宫太阳岛,,
民丰路8号,居易金澜湾;居易·金澜湾,,
民航小区,,,
民航住宅小区,民航住宅小区,,
民权路88号,日月光中心广场；日月光中心；鼎好世纪星城R2;日月光解放碑1号,,
民生路181号,民生商厦,,
民生路19号,达美公安局宿舍楼,,
民生路1号,合景聚融广场商住楼；合景聚融广场；合景聚融大厦,,
民生路235号,重宾保利国际广场;重宾商务大厦,,
民生路245号,兴利大厦,,
民生路29号,美力.com；美力com;美丽.com,,
民生路318-320号,安乐洞旧房改造工程,,
民生路320号,巴渝世家,,
民生路53号,民生路老小区,,
民生路73号,民生路老小区,,
民生路75号,民生路老小区,,
民生路85号,民生路老小区,,
民生路9号,阳光星座,,
民生巷18号,达美嘉景苑,,
民生巷19号,民生巷19号；菁英年代,,
民生巷小区,民生巷小区,,
民生新城,民生新城,,
民仕城,,,
民心路555号,民心佳园,,
民新村5号,民新村5号,,
民兴路21号,怡兰香庭,,
民政苑,,,
民主二村小区,,,
民主三村,民主三村;杨家坪民主三村,,
民主新街,,,
民主新街198号,,,
民主新街53号,,,
民主新街57号,,,
民主一村,民主一村,,
民主院,民主院,,
民族二村,,,
民族路166号,解放碑王府井,,
民族路168号,城市传说,,
民族路18号,新重庆公寓,,
民族路8-18号,,,
民族路98号,联合大厦,,
民族巷2号,民族巷,,
名桂园,,,
名豪,,,
名豪街88号,名豪步行街小区,,
名亨路312号,祥瑞·天湖美郡;祥瑞天湖美郡,,
名亨小区,,,
名家汇国际广场,,,
名锦雅园,,,
名门山庄20号,名门山庄,,
名人港湾,名人港湾2期；名人港湾二期,,
名人丽都,,,
名润时代广场,,,
名仕城,名仕城;名仕城巴蜀书轩,,
明博大厦,明博大厦,,
明德路5号,龙湖东桥郡,,
明佳路1号,泰达大厦,,
明佳路29号,亲江家园,,
明佳路33号,金辉融侨半岛云满庭D区,,
明佳路9号,昌龙城市花园,,
明佳园,明佳园,,
明佳苑,明佳苑,,
明家园,,,
明星家园,,,
明瑜国际,,,
明瑜恒康佳苑,明瑜恒康佳苑；恒康家苑；明瑜恒康;明渝恒康,,
明珠苑,明珠苑A区;明珠苑B区;明珠苑C区,,
茗都华苑,茗都华苑,,
茗风苑,茗风苑,,
模范村,,,
磨坊巷21号,,,
磨坊巷22号,,,
磨坊巷23号,,,
磨坊巷24号,,,
磨坊巷25号,,,
木粉巷,木粉巷,,
木兰路979号,水木香榭;水木香榭南苑,,
睦邻路109号,居易天城,,
内环南路1080号,银山源；豪禧·银山源,,
耐德小区,耐德佳苑;耐德小区,,
南安街小区,,,
南滨国际,南滨国际公寓;名敦道南滨国际公寓;名敦道,,
南滨豪门,,,
南滨路22号,长江国际,,
南滨路23号,两江壹號;两江壹号;两江1号,,
南滨路28号,珊瑚水岸;珊瑚水岸·江尚;珊瑚水岸二期;珊瑚水岸（一至二期）,,
南滨路79号,喜来登国际中心;重庆喜来登国际中心;喜来登国际中心公寓,,
南滨路80号,东原1891,,
南滨西路16号,美每家南滨上院,,
南滨西路28号,恒基翔龙江畔;翔龙江畔城;翔龙江畔城1号楼;翔龙江畔城15号楼,,
南滨西路33号,中航万科金域学府;万科金域学府,,
南滨西路6号,南滨6号;南滨六号,,
南滨星岸,,,
南滨一号,,,
南城大道196号,南城大道小区,,
南城大道21号,南坪电力小区,,
南城大道226号,南坪四小区;四小区;花园村,,
南城大道23号,供电家属院,,
南城大道249号,中富大厦,,
南城大道288号,宏声新座,,
南城大道28号,渝南佳苑,,
南城大道309号,香榭豪庭,,
南城大道6号,留金岁月,,
南城大道9号,卡门时光；奥创·卡门时光,,
南城花园,一城南城花园;花溪南城花园,,
南城尚筑,南城尚筑,,
南城书香,南城书香,,
南城水岸,,,
南城新居,,,
南城中央广场,,,
南二街43号,皮革小区,,
南发村45号,宏信大厦,,
南方花园,南方花园A区;南方花园B区;南方花园C区;南方花园D区;南方花园E区,,
南方玫瑰城C2区,南方玫瑰城C2区,,
南方苹果派,南方苹果派;南方香榭里苹果派;南方苹果派二期,,
南方香榭里,,,
南方新城,南方新城苹果派;南方新城香榭里鑫苑;南方新城鑫苑;南方新城枫林丽舍,,
南方鑫苑,南方鑫苑,,
南福大厦,南福大厦,,
南国佳景,南国佳景,,
南国佳园,南国佳园,,
南海翡翠园,,,
南海新城,,,
南湖路11号,都市风采,,
南湖路140号,金福大厦,,
南湖路142号院,南湖路142号院,,
南湖路14号,聚丰花园,,
南湖路15号,青青佳苑;青青家园;青青佳苑南苑;青青佳苑北苑,,
南湖路18号,三合苑,,
南湖路19号,世纪阳光小区,,
南湖路23号,竞地溯源居,,
南湖路26号,骏逸江南,,
南湖路27号,骏逸蓝山,,
南湖路29号,中天阳光美地,,
南湖路34号,玲珑雅居,,
南湖路68号,万友山千院西苑;山千院西苑,,
南湖路69号,万友山千院东苑;山千院东苑,,
南湖路6号,人武大厦,,
南湖路7号,天信双骄,,
南湖路小区,,,
南湖魅力世纪,,,
南湖支路19号,云天雅苑,,
南华街319号,南方花园D4区,,
南华街810号,华宇花园,,
南环东路141号,翠堤华府,,
南街转盘小区,,,
南津街499号,三江希望城,,
南津街牌坊路66号,千山米兰郡,,
南京路6号,广电大厦,,
南景豪爵,,,
南景花语涧,,,
南景名门江山,,,
南开步行街4号,南开园,,
南开苑集资房,三中集资房,,
南茂大楼,南茂大楼,,
南坪北路11号,光宇尚滨国际公寓,,
南坪北路5号,浪高会展国际广场,,
南坪东路11号,星宇花园;星宇花园二期怡悦苑,,
南坪东路15号,帷幄大厦；新洲大厦,,
南坪东路18号院,南坪东路18号；南坪新华小区,,
南坪东路1号,盐业大厦,,
南坪东路33号,金泰大厦,,
南坪东路37号,明利家园;新华园,,
南坪东路40号,阳光时代;台东大厦,,
南坪东路42号,广胜大厦,,
南坪东路45号,南坪东路45号,,
南坪东路48号,渝堰大厦,,
南坪东路504号,烟雨大厦,,
南坪东路505号,景通大厦,,
南坪东路50号,南坪东路50号院,,
南坪东路52号,大业集团,,
南坪东路546号,东海金香庭,,
南坪东路548号,烟雨碧波,,
南坪东路575号,宏腾物业；宏盐大楼,,
南坪东路582号,阳光烟雨,,
南坪东路585号,云天小苑,,
南坪东路587号,海棠晓月C区;海棠晓月;海棠晓月蓝滨城,,
南坪东路600号,雅典汇,,
南坪东路6号,南坪大厦；南坪大厦商务楼；南坪电力大厦,,
南坪东路7号,渝海知音阁,,
南坪东路83-85号,华苑楼,,
南坪东路85号,东方新苑,,
南坪东路91号,东路一小区,,
南坪东路二巷12号,种业小区,,
南坪东路二巷16号,明发江南景苑；江南景苑,,
南坪东路二巷2号,东原锦悦,,
南坪东路三巷,南坪东路三巷,,
南坪东路小区,南坪东路小区,,
南坪东路一巷,,,
南坪花园村,南坪花园村,,
南坪南路13号,城市之光,,
南坪南路19号,江南明珠,,
南坪南路1号,南坪城市星座,,
南坪南路291号,瀛丹花园,,
南坪南路6号,渝能都市经典;都市经典,,
南坪台湾花园,南坪台湾花园,,
南坪西路159号,农科院集资房;农科苑集资房,,
南坪西路167号,电子部单位房,,
南坪西路171号,新田湾,,
南坪西路27号,福天大厦,,
南坪西路28号,天福克拉广场,,
南坪西路2号,浪高凯悦,,
南坪西路32号,上海城；上海城二期；上海城LOMO公寓；上海城一期,,
南坪西路3号,南坪商业大厦;商业大厦;南坪商业大楼,,
南坪西路小区,南坪西路小区,,
南坪新华书店集资房,新华书店集资房,,
南坪新街83号,南坪新街小区,,
南坪新街91号,金明大厦,,
南坪新街92号,干警大厦,,
南坪新街小区84号,南坪新街小区84号,,
南坪新街小区85号,南坪新街小区85号,,
南坪正街139号,协和楼,,
南坪正街1号,天龙城市花园;天龙广场;天龙广场三期;金色领地,,
南坪正街69号,南坪正街小区,,
南屏路256号,金九南屏广场,,
南桥峰景园,小天鹅花园;南桥峰景园,,
南桥胜天,,,
南桥苑,,,
南桥苑二期,南桥苑二期,,
南桥苑三期,南桥苑三期,,
南桥苑一期,南桥苑一期,,
南区公园路78号,嘉多利大厦,,
南区路80-147号,南区路小区,,
南山1号,,,
南山别墅,,,
南山公园路168号,正扬南山别苑;正扬南山别院,,
南山花园,南山花园A区;南山花园B区;南山花园C区,,
南山路173号,南山静园,,
南山路25号,第一城；江南第一城;中恒江南第一城,,
南石路15号,高原红,,
南石路22号,山城文景苑;文景苑,,
南石路7号,南桥晓月;洁南桥晓月;金洁·南桥晓月;金洁南桥晓月,,
南庭花园,南庭花园,,
南兴路212号,金港苑,,
南兴路220号小区,南兴路220号小区,,
南兴路230号,交通大厦,,
南兴路237号,绿岸今朝,,
南兴路45号,南兴路小区,,
南亚.泉倾天下,,,
南亚花园,,,
南阳楼,南阳楼,,
南友村小区,南友村小区,,
南园路商住楼,南园路,,
南源大厦,南源大厦,,
楠竹路5号,楠竹苑,,
能邦榜样,能邦榜样,,
霓裳大道1号,中德茵莱国际;中德·茵莱国际;中德茵莱国际一期;中德茵莱国际二期,,
埝山苑,埝山苑,,
宁福路101号,锦绣嘉陵;锦绣嘉陵A区,,
宁福路102号,锦绣嘉陵;锦绣嘉陵B区,,
宁福路106号,百年康苑,,
宁静小区,宁静小区,,
纽约纽约,纽约纽约,,
农垦大厦,农垦大厦,,
欧景新天地,,,
欧鹏大厦,欧鹏大厦,,
鸥鹏璧兰河1号,,,
鸥鹏大道壹号,鸥鹏大道壹号一期,,
鸥鹏华府,,,
牌坊路555号,湖畔佳梦,,
牌坊湾115号,双仪花园,,
牌坊湾1号,天府花园,,
牌坊湾6号,牌坊湾小区,,
派克公馆,,,
攀华未来城,,,
盘龙村4号,船舶云湖绿岛;云湖绿岛,,
盘龙花园,盘龙花园A区;盘龙花园B区;盘龙花园B2区;盘龙花园B1区;盘龙花园C区,,
盘龙美景苑,,,
盘龙三村,,,
盘龙小区,,,
盘溪二支路10号,明瑜南桥丽景；明瑜·南桥丽景；南桥丽景；明喻南桥丽景,,
盘溪二支路66号,石油鹿角湾小区;石油鹿角弯小区,,
盘溪二支路8号,金色俊园;南桥新苑,,
盘溪六支路6号,天下城;承誉德天下城;南桥寺天下城,,
盘溪路150号,保利香雪；保利香雪花园二期,,
盘溪七支路31号,丽景花园江北,,
盘溪三支路38号,中德阳光花城;阳光花城,,
盘溪四支路10号,紫晶丽苑;紫晶丽园,,
盘溪四支路230号,光华南桥人家;南桥人家;光华南桥人家花园,,
盘兴路13号,盘龙兴苑,,
磐石大楼,磐石大楼,,
磐石圣缇亚纳,,,
蟠龙大道60号,光华风和日丽;风和日丽;光华·风和日丽,,
蟠龙大道68号,金科云湖天都;金科云湖岸香,,
蟠龙路正街98号,蟠龙花园,,
蟠龙三村245号,,,
蟠龙小区,,,
畔江居,畔江居,,
沛鑫四季香山,沛鑫四季香山;四季香山,,
彭家花园小区,彭家花园,,
鹏程花园,,,
鹏润城墅,鹏润半山华府,,
鹏运左岸,,,
枇杷山后街1-66号,枇杷山后街小区,,
枇杷山后街21号,半岛利园；宏华半岛利园;半岛利苑,,
枇杷山后街5号,圣堡花园,,
枇杷山后街63号,康华大厦,,
枇杷山巷,,,
枇杷山正街136号,华安大厦,,
枇杷山正街195号,福源楼,,
枇杷山正街小区,,,
枇杷山庄,枇杷山庄,,
枇杷小区,,,
平安村,平安村,,
平安小区,平安小区,,
平安怡和园,怡和园;平安怡和苑,,
平常人家,平常人家,,
平湖路6号,金凤新城,,
平湖路7号,卡萨时光,,
平伟圣苑,平伟圣苑,,
