,楼盘名称,项目别名,jd,wd
3084,静康苑,,106.233315,29.564931
3085,静宁巷,,,
3086,静石湾358号,东方绿源,106.422496,29.568754
3087,静寓花园,静寓花园,106.485963,29.489414
3088,静园小区（南坪邮电大学）,,106.556302,29.564106
3089,静园小区(渝中),,106.556302,29.564106
3090,镜泊西路1号,金科东方雅郡,106.525700,29.630545
3091,九滨路2号,东原九城时光,106.528142,29.512394
3092,九尺坎12号,九尺坎,106.579925,29.561125
3093,九尺坎48号,九尺坎,106.580217,29.561203
3094,九宫庙111号,,106.481667,29.472406
3095,九宫庙112号,,106.481667,29.472406
3096,九宫庙127号,金色蔷薇,106.484630,29.469930
3097,九宫庙133号,,106.484887,29.471184
3098,九宫庙134号,,106.481667,29.472406
3099,九宫庙52号,,106.483774,29.474253
3100,九宫庙53号,,106.483708,29.474180
3101,九宫庙54号,,106.483467,29.474158
3102,九宫庙68号,,106.483818,29.473927
3103,九宫庙69号,,106.483932,29.473872
3104,九宫庙三段,九宫庙三段,106.483457,29.469646
3105,九坑子路46号,九坑子路46号,106.518292,29.544290
3106,九坑子小区,九坑子小区,106.521000,29.548220
3107,九里香堤,九里香缇,106.706498,29.635055
3108,九龙八村1号,九龙八村1号,106.525879,29.497467
3109,九龙村26号,九龙花园,106.525981,29.493405
3110,九龙大道50号,綦江丽景花园；丽景花园(九龙),106.649650,29.039862
3111,九龙大道60号,德信花园,106.645792,29.045280
3112,九龙大道66号,千山美林,106.644390,29.050301
3113,九龙大道82号,綦江世纪花城;恒都世纪花城,106.641843,29.056200
3114,九龙大道88号,荣润凯旋名城,106.649653,29.036603
3115,九龙大厦,九龙大厦,106.505007,29.498167
3116,九龙广场大厦,九龙广场大厦,106.511817,29.501468
3117,九龙三村,九龙三村,106.528175,29.492611
3118,九龙三村25幢,九龙三村25幢,106.528686,29.491134
3119,九龙三村26幢,九龙三村26幢,106.528086,29.490743
3120,九亩地,九亩地,106.534063,29.464427
3121,九亩地1号,立丹苑,106.533682,29.466222
3122,九亩地20号,浩泰大厦,106.532580,29.465979
3123,九亩地22号,优活城,106.534324,29.464897
3124,九扬新村,九扬新村,106.503091,29.522477
3125,九杨新村小区,,106.508446,29.520550
3126,久长街小区,,106.268666,29.992228
3127,橘苑小区,橘苑小区,106.375286,29.763296
3128,巨龙商住楼,巨龙商住楼,106.656149,29.028999
3129,巨兴村4号,聚兴大厦,106.548471,29.559237
3130,巨兴大厦,巨兴大厦,106.548659,29.559187
3131,巨星花园,巨星花园A区;巨星花园B区,106.522320,29.460281
3132,巨宇融鑫花园,巨宇融鑫花园,106.572253,29.605123
3133,俱乐部,双碑俱乐部；双碑铁钢小区,108.768257,28.865982
3134,聚丰阁,聚丰阁,106.571701,29.525453
3135,聚福苑,聚福苑,106.471244,29.540686
3136,聚华大厦,聚华大厦,106.502990,29.509060
3137,聚慧雅苑,聚慧雅园;聚慧雅苑,106.478633,29.589124
3138,聚金万佳苑,聚金万佳苑,106.511004,29.522288
3139,聚仙居,聚仙居,106.620548,29.712428
3140,聚兴村1号,聚兴村,106.549124,29.558991
3141,聚兴村2号,聚兴村,106.549093,29.558661
3142,聚兴小区,聚兴小区,106.625943,29.721917
3143,聚星花园,,106.520690,29.461430
3144,聚英花园,,106.248747,29.275102
3145,君临江城,,,
3146,君临盛世,,106.490906,29.548661
3147,俊东颐合苑,俊东颐合苑,106.517757,29.531201
3148,俊豪中央大街,,105.898162,29.349222
3149,开发路29号,正扬大厦,106.563827,29.530008
3150,开阔港湾,,106.839811,29.570035
3151,凯帆一品江南,,108.418218,30.818761
3152,凯歌路165号,凯歌路小区,106.615406,29.696771
3153,凯歌路16号,富田花园,106.616260,29.697610
3154,凯歌路173号,凯歌路小区,106.615184,29.696707
3155,凯歌路18号,凯歌路小区,106.615831,29.697394
3156,凯歌路1号,绿梦花园,106.621955,29.698307
3157,凯歌路7号,凯歌路小区,106.621770,29.698619
3158,凯歌一支路103号,高朋花园,106.614735,29.701698
3159,凯歌一支路12号,鼎麓港湾,106.615115,29.700600
3160,凯歌一支路39号,金鑫小区,106.613764,29.698202
3161,凯歌一支路4号,凯歌一支路4号,106.614326,29.698598
3162,凯歌一支路6号,凯歌一支路6号,106.614406,29.699484
3163,凯歌一支路99号,鹭岭尚品,106.613376,29.699533
3164,凯莱帝景,凯莱帝景,106.627106,29.719889
3165,凯旋路85号,凯旋路小区,106.578150,29.552850
3166,凯旋路98号,凯旋大厦；凯旋银行大厦,106.577230,29.552437
3167,康城路11号,南方碧水康桥;碧水康桥,106.606355,29.672892
3168,康城路2号,宝圣望湖小居;宝圣·望湖小居;望湖小居,106.316017,29.577665
3169,康城路6号,森柯香渝园;香榆园;森柯香榆园,106.316626,29.577846
3170,康城路8号,纳帕溪谷,106.604882,29.672751
3171,康德27度生活空间,康德27度生活空间,106.510305,29.535458
3172,康德天子湖,,108.368138,30.853972
3173,康德小区,康德小区,106.578534,29.527227
3174,康和园,康和园,106.481234,29.594347
3175,康景路168号,康田蔚蓝海A区,,
3176,康景路169号,康田蔚蓝海C区,,
3177,康居锦园,康居锦园;君和锦园,106.450576,29.525141
3178,康居小区,康居小区,105.998526,29.309155
3179,康居小苑小区,康居小苑小区,106.485431,29.570424
3180,康居园,康居园,106.524596,29.569008
3181,康居苑,康居苑,106.449028,29.524998
3182,康乐花园,康乐花园,106.558658,29.577133
3183,康乐花园(渝北两路),康乐花园,106.558658,29.577133
3184,康乐园,康乐园二期；康乐园三期,106.238812,29.590975
3185,康利花园,,,
3186,康明斯小区,,106.446391,29.558249
3187,康宁村10号,康宁村,106.467749,29.552326
3188,康宁村1号,康宁村,106.467874,29.551187
3189,康宁村2号,康宁村,106.467576,29.551427
3190,康宁村3号,康宁村,106.468264,29.552245
3191,康宁村4号,康宁村,106.467477,29.551726
3192,康宁村5号,康宁村,106.467216,29.551709
3193,康宁村6号,康宁村,106.467025,29.551795
3194,康宁村7号,康宁村,106.467100,29.552257
3195,康宁村8号,康宁村,106.467310,29.552086
3196,康宁村9号,康宁村,106.467605,29.552315
3197,康宁路199号,正隆桂香苑,106.402880,29.796240
3198,康宁路1号,状元府第;海宇状元府第,106.406482,29.798349
3199,康宁路268号,中央美苑,106.401910,29.795738
3200,康盛园,康盛园,106.489487,29.564073
3201,康田(一至二期),,,
3202,康田熙岸二期,,107.087700,29.159382
3203,康贤雅居,康贤雅居,106.478180,29.583347
3204,康新园,,106.581540,29.620974
3205,康兴路2号,乐信爱琴屿,106.606033,29.674572
3206,康兴路9号,南方玫瑰城B1区,106.608903,29.672051
3207,科城路129号,雍翠名门;恒基雍翠名门,106.473250,29.513765
3208,科城路135号,兴茂盛世国际;兴茂·盛世国际一期,106.476239,29.513537
3209,科城路166号,协信彩云湖;彩云湖公馆;协信彩云湖1号三期;协信彩云湖1号一期,106.482254,29.514308
3210,科城路167号,蓝光彩云府,106.481653,29.513956
3211,科城路89号,银海方舟,106.460037,29.512646
3212,科城路98号,同天绿岸;同天绿岸南区,106.467180,29.511675
3213,科城路99号,同天观云邸;同天绿岸观云邸组团;同天绿岸北区,106.466261,29.512609
3214,开发路31号,科尔商厦;科尔国际商务大厦,106.563490,29.530712
3215,科技大道76号,渝高香洲,106.465657,29.506512
3216,科技园区27号,万福花园,106.451937,29.496340
3217,科兰路88号,圣苑山庄;圣园山庄,106.606188,29.686092
3218,科林路49号,龙景苑;高新区龙景苑;隆景园,106.498202,29.529755
3219,科强自由钛度,科强自由钛度,106.469488,29.549152
3220,科瑞苑,,106.594114,29.547800
3221,科兴苑C栋,,108.372096,30.796177
3222,科洋大厦,科洋大厦,,
3223,科园3路41号,一坪小区,106.492060,29.531724
3224,科园二街128号,朝阳四季花语,106.493989,29.529627
3225,科园二街168号,南方花园C2区,106.495360,29.529960
3226,科园二街73号,南方花园C1区,106.493280,29.530176
3227,科园二路7号,彩甸苑,106.489234,29.531131
3228,科园六路292号,龙兴苑,106.495893,29.525070
3229,科园六路293号,郡都彩舍二期,106.496743,29.525162
3230,科园六路295号,郡都彩舍;郡都彩社,106.496600,29.524490
3231,科园三街139号,金果园;金果园社区,106.490091,29.529089
3232,科园三街27号,渝高家属区,106.486853,29.528136
3233,科园三街51号,科园三路小区,106.487847,29.527990
3234,科园三路1号,南方星空,106.491547,29.533454
3235,科园四路148号,银安花园,106.491949,29.530745
3236,科园四路166号,科园四路小区,106.482235,29.540411
3237,科园四路57号,科龙物业,106.494420,29.533270
3238,科园一街73号,科园一街小区,106.495040,29.530680
3239,科园一街89号,南方花园C5区,106.496682,29.530632
3240,科园一路3号,渝高大厦,106.484939,29.531999
3241,空港大道251号,瑞丰花园,106.635183,29.739149
3242,空港大道310号,和顺苑,106.635174,29.736293
3243,空港大道333号,金易上品源,106.637077,29.740006
3244,空港大道418号,渝北人民法院家属院,106.636161,29.737915
3245,空港大道519号,博丰嘉华盛世；嘉华盛世,106.637103,29.741365
3246,空港大道766号,金鞍香海驿,106.641952,29.741627
3247,空港法院集资楼,,106.636140,29.738038
3248,空港开发区14号,芳草绿岸；森望芳草绿岸,106.634822,29.719611
3249,空港新城68号,桂馥家园;空港新城商品房,106.614453,29.713662
3250,枯井湾1号,枯井湾,106.539692,29.465727
3251,枯井湾2号,枯井湾,106.539897,29.465398
3252,枯井湾3号,枯井湾,106.539550,29.465692
3253,枯井湾4号,枯井湾,106.539231,29.465243
3254,枯井湾5号,枯井湾,106.539340,29.465162
3255,枯井湾6号,枯井湾,106.539605,29.465150
3256,枯井湾7号,枯井湾,106.539451,29.465198
3257,苦竹坝电建村,苦竹坝;电建村,106.539182,29.438294
3258,快乐里,快乐里,106.460630,29.551150
3259,矿机村99号,奥园金域,106.500526,29.518967
3260,奎星广场,,106.258442,29.287514
3261,昆仑大道29号,渝铁西苑,106.543033,29.608291
3262,来鹿寺8号,佰富高尔夫别墅,106.470996,29.604261
3263,来新居清水湾,清水湾,106.059887,29.823761
3264,兰桂大道168号,融创嘉德领馆;嘉德领馆;融创·渝北中央公园 ,106.601772,29.717436
3265,兰桂大道6号,汇祥林里3000,106.605400,29.714555
3266,兰花村,兰花村,106.456868,29.516163
3267,兰花丽景,兰花丽景;兰花丽景二期（联顺兰花丽景）,106.454913,29.519426
3268,兰花路68号,融侨苹果城;金辉苹果城;苹果城,106.565410,29.503551
3269,兰花苑,兰花苑,106.474542,29.518950
3270,兰美路11号,兰花小区;兰花五小区;兰花四小区;兰花十小区,106.458360,29.519870
3271,兰美路1200号,港城凤鸣香山,106.459916,29.529744
3272,兰美路15号,恒鑫名城二期;恒鑫名城2期,106.458525,29.521704
3273,兰美路699号,顺盛雅苑,106.458856,29.523846
3274,兰美路752号,盛吉汽配城;汽配城,106.459856,29.524796
3275,兰美路758号,凯莱阳光,106.460287,29.526955
3276,兰美路988号,隆鑫花漾湖;天骄美茵河谷;美茵河谷;美茵河谷1期,106.464656,29.524750
3277,兰謦大道109号,聚义香城故事,106.604278,29.717173
3278,兰亭别院,,106.071499,29.838254
3279,兰馨大道105号,汇祥林里3000二期,106.608025,29.713601
3280,兰馨大道10号,锦域蓝湾,106.606753,29.701072
3281,兰馨大道12号,盛景天下；立邦香语湖,106.606960,29.702503
3282,兰馨大道18号,御城华府;御城华府揽胜,106.608400,29.708480
3283,兰馨大道77号,汇祥好莱坞;好莱坞,106.606451,29.707508
3284,蓝谷黑骏,蓝谷黑骏;创想蓝谷;创想蓝谷黑骏,106.457616,29.518420
3285,蓝沁园,,106.429297,29.398967
3286,蓝色经典小区,蓝色经典小区,106.564325,29.593871
3287,蓝色天际,,106.280784,29.966906
3288,蓝天阁,蓝天阁,106.505872,29.594349
3289,浪琴屿,,107.386368,29.700537
3290,劳动村,劳动村小区（北碚区）;北碚劳动村,106.514340,29.516536
3291,劳动村5号,裕鑫名都；海屋裕鑫名都,106.437365,29.820117
3292,劳动村6号,208公馆;富进208公馆,106.436924,29.819113
3293,劳动村小区34号,劳动村小区34号,106.514340,29.516536
3294,劳动村小区37号,劳动村小区37号,106.514340,29.516536
3295,劳动村小区43号,劳动村小区43号,106.514340,29.516536
3296,劳动二村,,106.545835,29.572939
3297,劳动二村78号,建设小区,106.518707,29.512953
3298,劳动局大厦,劳动局大厦,106.562044,29.580084
3299,劳动路23号,恒邦C元素,106.458851,29.570540
3300,劳动路38号,时代菁英;时代精英,106.459064,29.571639
3301,劳动路62号,劳动路62-1号,106.458194,29.572209
3302,劳动路6号,跨越新天地,106.460305,29.571039
3303,劳动路73附37号,劳动路73附37号,106.456648,29.574748
3304,劳动路73附39号,宏浩B区,106.457032,29.572604
3305,劳动路73号,宏源小区,106.457580,29.572365
3306,劳动路76号,宏浩大厦,106.458194,29.572209
3307,劳动路79号,阳光驿站,106.456883,29.573023
3308,劳动路89号,流云阁,106.457865,29.572685
3309,劳动路小区,劳动路小区,105.724343,29.702107
3310,劳动桥121号,雅仕居；嘉陵厂雅仕居小区,106.447159,29.605121
3311,劳动桥122号,鼎盛时空,106.445458,29.605250
3312,劳动三村,劳动三村,106.516290,29.515075
3313,劳动三村2号,九龙坡巴渝大厦,106.516626,29.514171
3314,劳动一村59号,祥瑞新城;祥瑞星城;南方东银.祥瑞新城,106.525408,29.511505
3315,劳动一村5号,劳动一村5号,106.546773,29.581061
3316,劳动院,劳动院,106.384495,29.583320
3317,老干公寓,老干公寓,,
3318,老高速路口永川一转盘,,105.917940,29.360386
3319,老街坊新天地,,108.452039,30.762960
3320,老科城花园,,106.486345,29.535415
3321,老双碑小区,老双碑小区,106.442422,29.599533
3322,乐华大厦,,105.894183,29.348031
3323,雷士澜山郡,,,
3324,雷士水岸新都,,108.402647,30.800778
3325,梨树湾2号,尚赏居,106.438644,29.551793
3326,梨树湾工业区,,106.441046,29.547966
3327,梨园村,梨元村;梨园村小区,106.657049,28.497086
3328,梨园村55号,天生上品,106.434731,29.823713
3329,梨园路188号,茂田国际建博城,108.713949,30.932579
3330,梨园小区,,106.266242,29.970802
3331,黎明花园,,107.386879,29.707741
3332,黎明路小区,,107.385383,29.708926
3333,黎明南路17号,海陵花园,107.383230,29.707954
3334,黎明南路小区,,107.384002,29.705893
3335,礼仁街1号,龙湖悠山郡,106.495975,29.674064
3336,礼仁街26号,龙湖悠山香庭,106.496008,29.678235
3337,李家沱公安集资房,,106.540796,29.468100
3338,李家沱民主新村,民主新村;李家沱民主新村,106.549859,29.437877
3339,李家沱正街183号,都合广场,106.543336,29.462855
3340,李家沱正街199号,李家沱正街小区,106.543033,29.461843
3341,李家沱正街202号,李家沱正街小区,106.542893,29.462600
3342,李家沱正街205号,李家沱正街小区,106.543156,29.461877
3343,李家沱正街208号,李家沱正街小区,106.542824,29.461899
3344,李全秀集资房,,,
3345,李子坝正街156号,长帆江岸公馆;长江江岸公馆,106.525915,29.549465
3346,李子坝正街166号,嘉韵山水城;嘉韵山水,106.523334,29.549120
3347,李子坝正街168号,临江佳园,106.521949,29.549020
3348,李子坝正街32号,江岚雅社,106.537579,29.552795
3349,李子坝正街40号,轻轨美仑,106.537324,29.552612
3350,李子坝正街56号,畔江楼,106.527198,29.549800
3351,李子坝正街99号,江山华庭,106.532415,29.550316
3352,李子坝正街小区,,106.532296,29.550726
3353,理想大厦,理想大厦,106.524741,29.585401
3354,鲤鱼池158号,森柯自然印象;森柯·自然印象,106.542556,29.573142
3355,鲤鱼池二村23号,鲤鱼池二村,106.544616,29.574312
3356,鲤鱼池二村24号,鲤鱼池二村,106.545365,29.574022
3357,鲤鱼池二村25号,鲤鱼池二村,106.545540,29.575380
3358,鲤鱼池二村26号,世纪中环,106.545515,29.574143
3359,鲤鱼池三村10号,鲤鱼池三村,106.545054,29.575573
3360,鲤鱼池三村11号,鲤鱼池三村,106.544967,29.575479
3361,鲤鱼池三村12号,鲤鱼池三村,106.544905,29.575630
3362,鲤鱼池三村13号,鲤鱼池三村,106.545245,29.575864
3363,鲤鱼池三村14号,鲤鱼池三村,106.544941,29.575762
3364,鲤鱼池三村15号,鲤鱼池三村,106.544633,29.575709
3365,鲤鱼池三村16号,鲤鱼池三村,106.544494,29.575635
3366,鲤鱼池三村17号,鲤鱼池三村,106.544308,29.576042
3367,鲤鱼池三村18号,鲤鱼池三村,106.544485,29.576077
3368,鲤鱼池三村19号,鲤鱼池三村,106.544724,29.575915
3369,鲤鱼池三村1号,鲤鱼池三村,106.544242,29.574541
3370,鲤鱼池三村20号,鲤鱼池三村,106.545130,29.575729
3371,鲤鱼池三村21号,鲤鱼池三村,106.545459,29.576088
3372,鲤鱼池三村22号,鲤鱼池三村,106.545522,29.576609
3373,鲤鱼池三村23号,鲤鱼池三村,106.545148,29.576321
3374,鲤鱼池三村24号,鲤鱼池三村,106.545093,29.576633
3375,鲤鱼池三村25号,鲤鱼池三村,106.544919,29.576378
3376,鲤鱼池三村26号,鲤鱼池三村,106.544361,29.576537
3377,鲤鱼池三村27号,鲤鱼池三村,106.544554,29.576511
3378,鲤鱼池三村28号,鲤鱼池三村,106.544167,29.576533
3379,鲤鱼池三村29号,鲤鱼池三村,106.543679,29.576656
3380,鲤鱼池三村2号,鲤鱼池三村,106.544910,29.575640
3381,鲤鱼池三村30号,鲤鱼池三村,106.544009,29.576526
3382,鲤鱼池三村31号,鲤鱼池三村,106.544662,29.576614
3383,鲤鱼池三村32号,鲤鱼池三村,106.544545,29.576788
3384,鲤鱼池三村33号,鲤鱼池三村,106.544094,29.576706
3385,鲤鱼池三村34号,鲤鱼池三村,106.545119,29.576881
3386,鲤鱼池三村35号,鲤鱼池三村,106.545459,29.576984
3387,鲤鱼池三村36号,鲤鱼池三村,106.544428,29.576806
3388,鲤鱼池三村37号,鲤鱼池三村,106.544266,29.576967
3389,鲤鱼池三村38号,鲤鱼池三村,106.544229,29.576822
3390,鲤鱼池三村39号,鲤鱼池三村,106.545227,29.577402
3391,鲤鱼池三村3号,鲤鱼池三村,106.545001,29.575646
3392,鲤鱼池三村40号,鲤鱼池三村,106.545419,29.577325
3393,鲤鱼池三村44号,青青雅舍,106.543665,29.577990
3394,鲤鱼池三村4号,鲤鱼池三村,106.544574,29.576290
3395,鲤鱼池三村5号,鲤鱼池三村,106.542474,29.578247
3396,鲤鱼池三村6号,鲤鱼池三村,106.544900,29.575640
3397,鲤鱼池三村7号,鲤鱼池三村,106.544574,29.576290
3398,鲤鱼池三村8号,鲤鱼池三村,106.544574,29.576290
3399,鲤鱼池三村9号,鲤鱼池三村,106.545400,29.575572
3400,鲤鱼池四村,,106.545897,29.576835
3401,鲤鱼池四村1号,鸿祥金色年代,106.545001,29.577784
3402,鲤鱼池小区,,106.544850,29.576513
3403,鲤鱼池一村3号,鲤鱼池一村,106.543690,29.574804
3404,力艾新月花园,力艾新月花园;星月静苑;力艾新月,,
3405,立丹白云楼,立丹白云楼,106.515474,29.508937
3406,立丹大厦,立丹大厦,106.538783,29.466191
3407,立立依山郡,,106.530769,29.645043
3408,立信佳园,,,
3409,立洋百货,立洋百货,106.462147,29.559481
3410,立源地小区,立源地小区;立源地,106.504720,29.536010
3411,丽景东城,,106.275774,29.278787
3412,丽景江山,丽景江山,106.589882,29.577975
3413,丽景水岸,,106.241945,29.994529
3414,丽园路18号,北城阳光尚线,106.524070,29.602280
3415,利景大厦,利景大厦,,
3416,利雅白云湖,,106.240717,29.469427
3417,荔枝桥13号,融汇国际温泉城上筑;融汇温泉城B区;融汇温泉城上筑,106.446058,29.554201
3418,荔枝桥4号,杰邦荔枝园,106.446810,29.550434
3419,荔枝苑,荔枝苑,106.446107,29.550479
3420,莲花池18号,莲花池,106.569020,29.556298
3421,莲花国际公馆,易初莲花国际公馆,106.513571,29.601078
3422,莲花街10号,玉豪龙庭,106.291477,29.506746
3423,莲花街50号,莲花街小区,108.223171,31.099023
3424,莲花街66号,昌福盛锦,106.229632,29.586575
3425,莲花街社区,,106.505889,29.385485
3426,联发南山墅,,,
3427,联芳花园,联芳旭庆苑;联芳花园三期,106.470320,29.539380
3428,联芳花园二期,联芳花园二期,106.470916,29.540069
3429,联芳花园六期,联芳花园六期,106.470319,29.539374
3430,联芳花园四期,联芳花园四期,106.470463,29.541320
3431,联芳花园五期,联芳花园五期,106.470463,29.541320
3432,联芳桥17号,利景花园,106.477887,29.538615
3433,联合花园,联合花园,106.452477,29.542446
3434,凉亭子2号,渝中凉亭子,105.906022,29.349827
3435,凉亭子32号,浦江上海城,105.908197,29.347258
3436,凉亭子44号,渝中凉亭子,106.569896,29.552261
3437,凉亭子52号,渝中凉亭子,106.569501,29.552111
3438,凉亭子7号,渝中凉亭子,106.570210,29.552581
3439,两江春城,两江春城;两江春城春铭苑,106.487657,29.596938
3440,两江嘉苑,两江嘉苑;两江嘉园,106.584308,29.562466
3441,两江星界,,106.487602,29.615071
3442,两路口新村,两路口新村,108.164310,29.290123
3443,两路口新村6号,庆园大厦,106.548860,29.553650
3444,廖家坪安置房,廖家坪安置房,106.343781,29.623760
3445,林海南路18号,奇峰云邸;奇峰香山林海,106.423851,29.576401
3446,林华环岛名都,林华环岛名都,106.579852,29.558844
3447,林家湾小区,,106.442145,29.494380
3448,林田花园,,106.425218,29.832982
3449,林馨花园,,,
3450,林荫村18号,都和广场；都和城市广场,106.541562,29.465040
3451,林荫村32号,林荫村,106.542214,29.464486
3452,林荫村33号,林荫村,106.542196,29.464438
3453,林荫村66号,亲和佳苑,106.540773,29.463000
3454,林正南洋城,,107.101151,29.147023
3455,林庄锦园,,107.078258,29.831703
3456,临港大道108号,晚晴园,106.140271,29.067972
3457,临华路小区,临华路小区,106.561941,29.555965
3458,临江花园,临江花园,107.067883,29.822910
3459,临江路1号,临江路小区;临江路（渝中区）,106.576520,29.560136
3460,临江路2号,临江路小区;临江路（渝中区）,108.032272,30.287702
3461,临江路3号,临江路小区;临江路（渝中区）,105.899586,29.345959
3462,临江路4号,临江路小区;临江路（渝中区）,106.577824,29.561157
3463,临江路5号,临江路小区;临江路（渝中区）,105.899596,29.345921
3464,临江路69号,邹容广场;邹容广场商住楼,106.573174,29.558868
3465,临江路72号,兴地都市方舟,108.255038,30.497229
3466,临江门11号,顺城楼,106.572624,29.560314
3467,临江门13号,临江门13号,106.572220,29.560530
3468,临江门15号,临江门15号,106.571856,29.560238
3469,临江门16号,临江门16号,106.572744,29.560242
3470,临江门18号,临江门18号；文华大厦,106.571701,29.562105
3471,临江门1号,临江门1号,106.572431,29.559846
3472,临江门20号,怡景大厦,106.571912,29.560748
3473,临江门46号,都市丽景；鹏翔都市丽景,106.570362,29.559511
3474,临江门8号,商检大厦,106.572894,29.559839
3475,临江门9号楼,临江门9号楼,106.571847,29.560290
3476,临江支路30号,渝中临江大厦；临江大厦,106.578540,29.560980
3477,临江支路66号,泰安大厦,106.579251,29.560810
3478,临南路4号,融创伊顿豪庭三期,106.623280,29.471314
3479,凌江翠屏,,,
3480,凌云香榭,凌云香榭;海宇凌云香榭,,
3481,领事巷10号,领事巷,106.566206,29.552870
3482,领事巷11号,领事巷,106.565905,29.552429
3483,领事巷14号,领事巷,106.566207,29.552749
3484,领事巷15号,领事巷,106.567041,29.552818
3485,领事巷7号,领事巷,106.565852,29.552276
3486,领事巷8号,领事巷,106.565659,29.552389
3487,领事巷9号,领事巷,106.565979,29.552768
3488,刘家岗,刘家岗,106.518866,29.382257
3489,刘家花园,刘家花园,106.562341,29.412736
3490,流金家园,流金家园,106.520026,29.576618
3491,流金家园6号,流金花园,106.520742,29.576457
3492,流行前线,,106.551216,29.522382
3493,留学生创业园AB区,留学生创业园AB区,106.459932,29.511287
3494,留云路1号,保利高尔夫公馆;保利国际高尔夫公馆,106.565752,29.651035
3495,柳背桥路4号,枫丹树语城,106.475705,29.519604
3496,柳荫街68号,,106.515075,29.586555
3497,柳荫街70号,80岛,106.514860,29.586915
3498,柳荫街老小区,,106.515037,29.585071
3499,六店子1号,六店子,106.488657,29.538927
3500,六店子3,六店子3,106.497119,29.546519
3501,六店子4,六店子4,106.497119,29.546519
3502,六店子新铺29号,帝豪·蓝钻;帝豪蓝钻,106.498048,29.543435
3503,六院家属楼,,106.555426,29.521262
3504,龙昌街1号,龙昌街小区,106.622940,29.710654
3505,龙城大道699号,泽京普罗旺斯东岸,106.075937,29.851017
3506,龙城锦都,龙城锦都,106.499203,29.496562
3507,龙城壹号,龙城一号,106.062304,29.834268
3508,龙城云洲,,106.054904,29.832576
3509,龙达街21号,龙达街小区,106.626890,29.713215
3510,龙德路58号,都灵·态度;都灵态度;重庆都灵态度,106.542018,29.404917
3511,龙德路77号,凯川.紫依云;凯川紫依云;凯川.紫依云一期,106.541185,29.409052
3512,龙都广场,龙都广场,108.410740,30.764060
3513,龙发街20号,龙发街小区,106.627900,29.715153
3514,龙飞路12号,森柯一馨园,107.296533,29.709506
3515,龙凤二村53号,龙凤二村,106.434358,29.810128
3516,龙凤二村54号,龙凤二村,106.434841,29.810195
3517,龙凤二村55号,龙凤二村,106.433716,29.809894
3518,龙凤二村56号,龙凤二村,106.433716,29.809894
3519,龙凤二村57号,龙凤二村,106.434376,29.810138
3520,龙凤二村58号,龙凤二村,106.434384,29.810153
3521,龙凤二村60号,龙凤二村,106.435045,29.811526
3522,龙凤二村61号,龙凤二村,106.434787,29.810919
3523,龙凤二村62号,龙凤二村,106.434810,29.811075
3524,龙凤二村63号,龙凤二村,106.434947,29.811240
3525,龙凤二村83号,龙凤二村,106.431524,29.806499
3526,龙凤二村84号,龙凤二村,106.431441,29.806391
3527,龙凤二村88号,龙凤二村,106.431246,29.806632
3528,龙凤二村89号,龙凤二村,106.431439,29.806826
3529,龙凤二村96号,龙凤二村,106.430842,29.806579
3530,龙凤二村97号,龙凤二村,106.431495,29.806760
3531,龙凤二村98号,龙凤二村;煤安厂家属区,106.430737,29.806866
3532,龙凤桥,,106.436877,29.816350
3533,龙凤三村280号,龙凤三村,106.434988,29.812741
3534,龙凤三村281号,龙凤三村,106.434969,29.812790
3535,龙凤三村282号,龙凤三村,106.434919,29.812470
3536,龙凤三村37号,龙凤三村,106.432581,29.816117
3537,龙凤三村44号,北碚龙凤花园;龙凤花园小区,106.435141,29.813857
3538,龙凤三村77号,生辉龙庭花园;生辉龙庭;龙庭花园,106.433921,29.812500
3539,龙凤三村78号,龙岗花园,106.434243,29.812678
3540,龙凤一村,,106.435366,29.810933
3541,龙凤一村120号,香洲心城,106.435628,29.812239
3542,龙凤一村218号,兴旺华都,106.431703,29.805637
3543,龙海大道15号,新跨越I33,106.542787,29.397171
3544,龙海大道3号,典雅龙领国际,106.542022,29.399115
3545,龙海大道5号,典雅龙海港湾,106.540709,29.400676
3546,龙海港湾一期,龙海港湾一期,106.538610,29.398094
3547,龙海花园,,105.921034,29.354842
3548,龙湖MOCO中心,龙湖MOCO中心,106.499423,29.601626
3549,龙湖U城,龙湖u城二期;龙湖u城三期;龙湖u城一期;龙湖u城一期,106.295235,29.607309
3550,龙湖春森彼岸,春森彼岸;龙湖春森彼岸一期,106.552037,29.570898
3551,龙湖春森彼岸二期,龙湖春森彼岸二期,106.550580,29.570098
3552,龙湖春森彼岸三期,龙湖春森彼岸三期,106.552037,29.570898
3553,龙湖春森彼岸四期,龙湖春森彼岸四期,106.552037,29.570898
3554,龙湖国际,,106.499701,29.601623
3555,龙湖花千树,龙湖花千树二期;花千树二期;花千树(龙湖),106.320029,29.612083
3556,龙湖江与城滨江组团,龙湖江与城滨江组团;江与城滨江组团,106.472985,29.621728
3557,龙湖江与城纯小镇,龙湖江与城纯小镇;纯小镇,106.474173,29.618979
3558,龙湖江与城翡翠岭,龙湖江与城翡翠岭;翡翠岭,106.472111,29.618587
3559,龙湖江与城海茨堡,龙湖江与城海茨堡,106.472985,29.621728
3560,龙湖江与城江城时光,龙湖江与城江城时光;江与城江城时光,106.467857,29.623730
